id,title,context,question,answers
262204981583,السعودية,السعودية أو (رسميًا: المملكة العربية السعودية) هي دولة عربية، وتعد أكبر دولة في الشرق الأوسط وتقع تحديدًا في الجنوب الغربي من قارة آسيا وتشكل الجزء الأكبر من شبه الجزيرة العربية إذ تبلغ مساحتها حوالي مليوني كيلومتر مربع.,- أين تقع المملكة العربية السعودية في آسيا؟ ال,"{'text': ['الجنوب الغربي'], 'answer_start': [109]}"
809283218984,السعودية,السعودية أو (رسميًا: المملكة العربية السعودية) هي دولة عربية، وتعد أكبر دولة في الشرق الأوسط وتقع تحديدًا في الجنوب الغربي من قارة آسيا وتشكل الجزء الأكبر من شبه الجزيرة العربية إذ تبلغ مساحتها حوالي مليوني كيلومتر مربع.,- ما هي مساحة الجزء الأكبر من شبه الجزيرة العربية؟ ال,"{'text': ['حوالي مليوني كيلومتر مربع.'], 'answer_start': [194]}"
130251388427,السعودية,السعودية ورسميًا المملكة العربية السعودية هي أكبر دولة في الشرق الأوسط وتقع تحديدًا في الجنوب الغربي من قارة آسيا وتشكل الجزء الأكبر من شبه الجزيرة العربية إذ تبلغ مساحتها حوالي مليوني كيلومتر مربع. يحدها من الشمال العراق والأردن وتحدها الكويت من الشمال الشرقي، ومن الشرق تحدها كل من قطر والإمارات العربية المتحدة بالإضافة إلى البحرين التي ترتبط بالسعودية من خلال جسر الملك فهد الواقع على الخليج العربي، ومن الجنوب تحدها اليمن، وعُمان من الجنوب الشرقي، كما يحدها البحر الأحمر من جهة الغرب.,- ما هي الحدود في الشمال؟ ال,"{'text': ['يحدها من الشمال العراق والأردن'], 'answer_start': [199]}"
791276760553,السعودية,السعودية ورسميًا المملكة العربية السعودية هي أكبر دولة في الشرق الأوسط وتقع تحديدًا في الجنوب الغربي من قارة آسيا وتشكل الجزء الأكبر من شبه الجزيرة العربية إذ تبلغ مساحتها حوالي مليوني كيلومتر مربع. يحدها من الشمال العراق والأردن وتحدها الكويت من الشمال الشرقي، ومن الشرق تحدها كل من قطر والإمارات العربية المتحدة بالإضافة إلى البحرين التي ترتبط بالسعودية من خلال جسر الملك فهد الواقع على الخليج العربي، ومن الجنوب تحدها اليمن، وعُمان من الجنوب الشرقي، كما يحدها البحر الأحمر من جهة الغرب.,- ما هي الحدود في الشمال الشرقي؟ ال,"{'text': ['الكويت'], 'answer_start': [237]}"
824672697075,السعودية,السعودية ورسميًا المملكة العربية السعودية هي أكبر دولة في الشرق الأوسط وتقع تحديدًا في الجنوب الغربي من قارة آسيا وتشكل الجزء الأكبر من شبه الجزيرة العربية إذ تبلغ مساحتها حوالي مليوني كيلومتر مربع. يحدها من الشمال العراق والأردن وتحدها الكويت من الشمال الشرقي، ومن الشرق تحدها كل من قطر والإمارات العربية المتحدة بالإضافة إلى البحرين التي ترتبط بالسعودية من خلال جسر الملك فهد الواقع على الخليج العربي، ومن الجنوب تحدها اليمن، وعُمان من الجنوب الشرقي، كما يحدها البحر الأحمر من جهة الغرب.,- ما هي الحدود في الشرق؟,"{'text': ['قطر والإمارات العربية المتحدة بالإضافة إلى البحرين التي ترتبط بالسعودية من خلال جسر الملك'], 'answer_start': [284]}"
418674635417,السعودية,"حكم آل سعود تاريخيا في نجد ومناطق واسعة من الجزيرة العربية أكثر من مرة، وتعتبر المملكة السعودية الحالية نتاجًا ووارثة لتلك الكيانات التاريخية، أول تلك الكيانات إمارة الدرعية التي أسسها محمد بن سعود سنة 1157 هـ / 1744 وظلت حتى قاد إبراهيم باشا جيش والي مصر العثماني في حملة للقضاء عليها عام 1233 هـ / 1818م، ويشار إلى تلك المرحلة باسم ""الدولة السعودية الأولى""، ولكن لم يطل الوقت بعد سقوط الدولة الأولى حتى أقام تركي بن عبد الله بن محمد إمارة جديدة لآل سعود في نجد، اتخذت من الرياض عاصمة واستمرت حتى انتزع حكام إمارة حائل إمارة الرياض من آل سعود سنة 1308 هـ / 1891، ويشار إلى تلك المرحلة بـ""الدولة السعودية الثانية"". لاحقًا استرد عبد العزيز آل سعود الشاب سنة 1319 هـ / 1902 إمارة الرياض من يد آل رشيد، وتوسع مسيطرا على كامل نجد 1921 وتسمت بسلطنة نجد حتى نجح عبد العزيز بانتزاع مملكة الحجاز من يد الهاشميين، فنصب ملكا على الحجاز في يناير من عام 1926، وبعدها بعام غيّر لقبه من سلطان نجد إلى ملك نجد، وسميت المناطق التي يسيطر عليها مملكة الحجاز ونجد وملحقاتها، وظلت بذلك الاسم حتى وحد عبد العزيز جميع المناطق التي يسيطر عليها في كيان واحد، وكان ذلك في 1351 هـ / 23 سبتمبر 1932 وأُعلن اسمها ""المملكة العربية السعودية"".",- ما هي الكيانات الأولى في المملكة العربية السعودية؟,"{'text': ['أول تلك الكيانات إمارة الدرعية'], 'answer_start': [143]}"
102112416036,السعودية,"حكم آل سعود تاريخيا في نجد ومناطق واسعة من الجزيرة العربية أكثر من مرة، وتعتبر المملكة السعودية الحالية نتاجًا ووارثة لتلك الكيانات التاريخية، أول تلك الكيانات إمارة الدرعية التي أسسها محمد بن سعود سنة 1157 هـ / 1744 وظلت حتى قاد إبراهيم باشا جيش والي مصر العثماني في حملة للقضاء عليها عام 1233 هـ / 1818م، ويشار إلى تلك المرحلة باسم ""الدولة السعودية الأولى""، ولكن لم يطل الوقت بعد سقوط الدولة الأولى حتى أقام تركي بن عبد الله بن محمد إمارة جديدة لآل سعود في نجد، اتخذت من الرياض عاصمة واستمرت حتى انتزع حكام إمارة حائل إمارة الرياض من آل سعود سنة 1308 هـ / 1891، ويشار إلى تلك المرحلة بـ""الدولة السعودية الثانية"". لاحقًا استرد عبد العزيز آل سعود الشاب سنة 1319 هـ / 1902 إمارة الرياض من يد آل رشيد، وتوسع مسيطرا على كامل نجد 1921 وتسمت بسلطنة نجد حتى نجح عبد العزيز بانتزاع مملكة الحجاز من يد الهاشميين، فنصب ملكا على الحجاز في يناير من عام 1926، وبعدها بعام غيّر لقبه من سلطان نجد إلى ملك نجد، وسميت المناطق التي يسيطر عليها مملكة الحجاز ونجد وملحقاتها، وظلت بذلك الاسم حتى وحد عبد العزيز جميع المناطق التي يسيطر عليها في كيان واحد، وكان ذلك في 1351 هـ / 23 سبتمبر 1932 وأُعلن اسمها ""المملكة العربية السعودية"".",- من الذي أسس الكيانات الأولى في المملكة العربية السعودية؟ ال,"{'text': ['محمد بن سعود'], 'answer_start': [185]}"
869350323465,السعودية,"حكم آل سعود تاريخيا في نجد ومناطق واسعة من الجزيرة العربية أكثر من مرة، وتعتبر المملكة السعودية الحالية نتاجًا ووارثة لتلك الكيانات التاريخية، أول تلك الكيانات إمارة الدرعية التي أسسها محمد بن سعود سنة 1157 هـ / 1744 وظلت حتى قاد إبراهيم باشا جيش والي مصر العثماني في حملة للقضاء عليها عام 1233 هـ / 1818م، ويشار إلى تلك المرحلة باسم ""الدولة السعودية الأولى""، ولكن لم يطل الوقت بعد سقوط الدولة الأولى حتى أقام تركي بن عبد الله بن محمد إمارة جديدة لآل سعود في نجد، اتخذت من الرياض عاصمة واستمرت حتى انتزع حكام إمارة حائل إمارة الرياض من آل سعود سنة 1308 هـ / 1891، ويشار إلى تلك المرحلة بـ""الدولة السعودية الثانية"". لاحقًا استرد عبد العزيز آل سعود الشاب سنة 1319 هـ / 1902 إمارة الرياض من يد آل رشيد، وتوسع مسيطرا على كامل نجد 1921 وتسمت بسلطنة نجد حتى نجح عبد العزيز بانتزاع مملكة الحجاز من يد الهاشميين، فنصب ملكا على الحجاز في يناير من عام 1926، وبعدها بعام غيّر لقبه من سلطان نجد إلى ملك نجد، وسميت المناطق التي يسيطر عليها مملكة الحجاز ونجد وملحقاتها، وظلت بذلك الاسم حتى وحد عبد العزيز جميع المناطق التي يسيطر عليها في كيان واحد، وكان ذلك في 1351 هـ / 23 سبتمبر 1932 وأُعلن اسمها ""المملكة العربية السعودية"".",- متى أسس محمد بن سعود أول كيانات في المملكة العربية السعودية؟ ال,"{'text': ['سنة 1157 هـ / 1744'], 'answer_start': [198]}"
762977773921,مصر,مِصرَ أو (رسمياً: جُمهورِيّةُ مِصرَ العَرَبيّةِ) هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا.,- أين تقع مصر؟ ال,"{'text': ['تقع في الركن الشمالي الشرقي من قارة أفريقيا،'], 'answer_start': [63]}"
419960949713,مصر,مِصرَ أو (رسمياً: جُمهورِيّةُ مِصرَ العَرَبيّةِ) هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا.,- أين تقع شبه جزيرة سيناء؟ ال,"{'text': ['حيث تقع شبه جزيرة سيناء داخل'], 'answer_start': [129]}"
325649609032,مصر,مِصرَ أو (رسمياً: جُمهورِيّةُ مِصرَ العَرَبيّةِ) هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا.,- ما هو عدد سكان شبه جزيرة سيناء؟ ال,"{'text': ['قُدّر عدد سكانها بـ104 مليون نسمة،'], 'answer_start': [192]}"
370964338820,مصر,مِصرَ أو رسمياً جُمهورِيةُ مِصرَ العَرَبيةِ هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا. ولجمهورية مصر العربية سواحل طويلة على البحرين الأبيض والأحمر، وتشترك بحدود مع سبعة دول وكيانات فيحدها في الشمال الشرقي منطقة فلسطين (إسرائيل وقطاع غزة) بطول 265 كم، ويحدها من الغرب ليبيا على امتداد خط بطول 1115 كم، كما تشترك مع السودان بأطول حدود برية لها بطول 1280 كم. بالإضافة إلى حدودها البحرية مع السعودية شرقا وقبرص واليونان شمالا. تبلغ مساحة جمهورية مصر العربية حوالي 1.002.000 كيلومتر مربع والمساحة المأهولة تبلغ 78990 كم2 بنسبة 7.8 % من المساحة الكلية. وتُقسم مصر إدارياً إلى 27 محافظة، وتنقسم كل محافظة إلى تقسيمات إدارية أصغر وهي المراكز أو الأقسام.,- ما طول الحدود الليبية؟ ال,"{'text': ['1115 كم،'], 'answer_start': [502]}"
29552156539,مصر,مِصرَ أو رسمياً جُمهورِيةُ مِصرَ العَرَبيةِ هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا. ولجمهورية مصر العربية سواحل طويلة على البحرين الأبيض والأحمر، وتشترك بحدود مع سبعة دول وكيانات فيحدها في الشمال الشرقي منطقة فلسطين (إسرائيل وقطاع غزة) بطول 265 كم، ويحدها من الغرب ليبيا على امتداد خط بطول 1115 كم، كما تشترك مع السودان بأطول حدود برية لها بطول 1280 كم. بالإضافة إلى حدودها البحرية مع السعودية شرقا وقبرص واليونان شمالا. تبلغ مساحة جمهورية مصر العربية حوالي 1.002.000 كيلومتر مربع والمساحة المأهولة تبلغ 78990 كم2 بنسبة 7.8 % من المساحة الكلية. وتُقسم مصر إدارياً إلى 27 محافظة، وتنقسم كل محافظة إلى تقسيمات إدارية أصغر وهي المراكز أو الأقسام.,- ما هي أطول حدود برية؟ ال,"{'text': ['مع السودان'], 'answer_start': [521]}"
71045458517,مصر,مِصرَ أو رسمياً جُمهورِيةُ مِصرَ العَرَبيةِ هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا. ولجمهورية مصر العربية سواحل طويلة على البحرين الأبيض والأحمر، وتشترك بحدود مع سبعة دول وكيانات فيحدها في الشمال الشرقي منطقة فلسطين (إسرائيل وقطاع غزة) بطول 265 كم، ويحدها من الغرب ليبيا على امتداد خط بطول 1115 كم، كما تشترك مع السودان بأطول حدود برية لها بطول 1280 كم. بالإضافة إلى حدودها البحرية مع السعودية شرقا وقبرص واليونان شمالا. تبلغ مساحة جمهورية مصر العربية حوالي 1.002.000 كيلومتر مربع والمساحة المأهولة تبلغ 78990 كم2 بنسبة 7.8 % من المساحة الكلية. وتُقسم مصر إدارياً إلى 27 محافظة، وتنقسم كل محافظة إلى تقسيمات إدارية أصغر وهي المراكز أو الأقسام.,- ما هي مساحة جمهورية مصر العربية؟ ال,"{'text': ['حوالي 1.002.000 كيلومتر مربع'], 'answer_start': [664]}"
582957197938,مصر,ويتركز أغلب سكان مصر في وادي النيل وفي الحضر ويشكل وادي النيل والدلتا أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2، وأكبر الكتل السكانية هي القاهرة الكبرى التي بها تقريباً ربع السكان، تليها الإسكندرية؛ كما يعيش أغلب السكان الباقين في الدلتا وعلى ساحلي البحر المتوسط والبحر الأحمر ومدن قناة السويس، وتشغل هذه الأماكن ما مساحته 40 ألف كيلومتر مربع. بينما تشكل الصحراء غير المعمورة غالبية مساحة البلاد.,- أين تتركز الغالبية العظمى من سكان مصر؟ ال,"{'text': ['مصر في وادي النيل وفي الحضر'], 'answer_start': [17]}"
975525193864,مصر,ويتركز أغلب سكان مصر في وادي النيل وفي الحضر ويشكل وادي النيل والدلتا أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2، وأكبر الكتل السكانية هي القاهرة الكبرى التي بها تقريباً ربع السكان، تليها الإسكندرية؛ كما يعيش أغلب السكان الباقين في الدلتا وعلى ساحلي البحر المتوسط والبحر الأحمر ومدن قناة السويس، وتشغل هذه الأماكن ما مساحته 40 ألف كيلومتر مربع. بينما تشكل الصحراء غير المعمورة غالبية مساحة البلاد.,- ما المساحة التي يشكلها وادي النيل والدلتا؟ ال,"{'text': ['أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2،'], 'answer_start': [70]}"
632274937099,مصر,ويتركز أغلب سكان مصر في وادي النيل وفي الحضر ويشكل وادي النيل والدلتا أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2، وأكبر الكتل السكانية هي القاهرة الكبرى التي بها تقريباً ربع السكان، تليها الإسكندرية؛ كما يعيش أغلب السكان الباقين في الدلتا وعلى ساحلي البحر المتوسط والبحر الأحمر ومدن قناة السويس، وتشغل هذه الأماكن ما مساحته 40 ألف كيلومتر مربع. بينما تشكل الصحراء غير المعمورة غالبية مساحة البلاد.,- ما المدينة التي بها أكبر عدد من السكان؟ ال,"{'text': ['هي القاهرة الكبرى'], 'answer_start': [146]}"
39922158955,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة.,- من هو رسول الله؟ ال,"{'text': ['أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب'], 'answer_start': [0]}"
689197844378,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة.,- لماذا يرسل الله رسوله؟ ال,"{'text': ['ليعيدهم إلى توحيد الله'], 'answer_start': [137]}"
658610206269,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة.,- من هو سيد الرجال؟ ال,"{'text': ['أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب'], 'answer_start': [0]}"
302814191437,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة. عند ذكر اسمه، يُلحِق المسلمون عبارة «صلى الله عليه وسلم» مع إضافة «وآله» و«وصحبه» في بعض الأحيان، لِمَا جاء في القرآن والسنة النبوية مما يحثهم على الصلاة عليه. .ترك محمد أثرًا كبيرًا في نفوس المسلمين، وكثرت مظاهر محبّتهم وتعظيمهم له باتباعهم لأمره وأسلوب حياته وتعبده لله، واحتفالهم بمولده في شهر ربيع الأول، وقيامهم بحفظ أقواله وأفعاله وصفاته وجمع ذلك في كتب عُرفت بكتب السّيرة والحديث النبوي. اعتبره الكاتب اليهودي مايكل هارت أعظم الشخصيّات أثرًا في تاريخ الإنسانية كلّها باعتباره «الإنسان الوحيد في التاريخ الذي نجح نجاحًا مطلقًا على المستوى الديني والدنيوي».,- ما هي العبارة التي يلحقها المسلمون عند ذكر الاسم؟ ال,"{'text': ['«صلى الله عليه وسلم»'], 'answer_start': [346]}"
654759686732,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة. عند ذكر اسمه، يُلحِق المسلمون عبارة «صلى الله عليه وسلم» مع إضافة «وآله» و«وصحبه» في بعض الأحيان، لِمَا جاء في القرآن والسنة النبوية مما يحثهم على الصلاة عليه. .ترك محمد أثرًا كبيرًا في نفوس المسلمين، وكثرت مظاهر محبّتهم وتعظيمهم له باتباعهم لأمره وأسلوب حياته وتعبده لله، واحتفالهم بمولده في شهر ربيع الأول، وقيامهم بحفظ أقواله وأفعاله وصفاته وجمع ذلك في كتب عُرفت بكتب السّيرة والحديث النبوي. اعتبره الكاتب اليهودي مايكل هارت أعظم الشخصيّات أثرًا في تاريخ الإنسانية كلّها باعتباره «الإنسان الوحيد في التاريخ الذي نجح نجاحًا مطلقًا على المستوى الديني والدنيوي».,- أين أعطى محمد (صلى الله عليه وسلم) تأثيرا كبيرا؟ ال,"{'text': ['في نفوس المسلمين،'], 'answer_start': [493]}"
206288435294,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة. عند ذكر اسمه، يُلحِق المسلمون عبارة «صلى الله عليه وسلم» مع إضافة «وآله» و«وصحبه» في بعض الأحيان، لِمَا جاء في القرآن والسنة النبوية مما يحثهم على الصلاة عليه. .ترك محمد أثرًا كبيرًا في نفوس المسلمين، وكثرت مظاهر محبّتهم وتعظيمهم له باتباعهم لأمره وأسلوب حياته وتعبده لله، واحتفالهم بمولده في شهر ربيع الأول، وقيامهم بحفظ أقواله وأفعاله وصفاته وجمع ذلك في كتب عُرفت بكتب السّيرة والحديث النبوي. اعتبره الكاتب اليهودي مايكل هارت أعظم الشخصيّات أثرًا في تاريخ الإنسانية كلّها باعتباره «الإنسان الوحيد في التاريخ الذي نجح نجاحًا مطلقًا على المستوى الديني والدنيوي».,- ماذا قال الكاتب اليهودي مايكل هارت عن محمد (صلى الله عليه وسلم)؟ ال,"{'text': ['«الإنسان الوحيد في التاريخ الذي نجح نجاحًا مطلقًا على'], 'answer_start': [793]}"
